rounded_datetime,J [mm/h],Cin [-],C_flux_in,C_in_conserved,ET [mm/h],Q [mm/h],wi [-],measC_Q
2017-04-07 16:00:00,2.3294250000000005,-52.90000000000001,-123.22658250000006,-52.90000000000001,0.0543159949570383,0.17016655244062506,0.024652491621339482,
2017-04-07 20:00:00,2.8775250000000008,-52.90000000000001,-152.2210725000001,-52.90000000000001,0.0543159949570383,0.19390719470223228,0.028091863084445917,
2017-04-08 00:00:00,0.18270000000000006,-52.90000000000001,-9.664830000000004,-52.90000000000001,0.0543159949570383,0.2320211651062501,0.033613537717707816,
2017-04-08 04:00:00,0.18270000000000006,-52.90000000000001,-9.664830000000004,-52.90000000000001,0.05115664363446791,0.22166781792187507,0.032113620130762036,
2017-04-08 08:00:00,1.5072750000000004,-52.90000000000001,-79.73484750000003,-52.90000000000001,0.05115664363446791,0.2182167021937501,0.03161364760178012,
2017-04-08 12:00:00,0.776475,-52.10625000000002,-40.495455000000014,-52.15294117647061,0.05115664363446791,0.22458799276875008,0.03253667380913136,
2017-04-08 16:00:00,0.045675000000000014,-33.85000000000001,-1.5460987500000007,-33.85000000000001,0.05115664363446791,0.22948023374598225,0.03324542607549035,-44.5
2017-04-08 20:00:00,0.0,-33.85000000000001,0.0,,0.05115664363446791,0.2342207773285715,0.033932201527388586,
2017-04-09 00:00:00,0.0,-33.85000000000001,0.0,,0.05115664363446791,0.2363445408535716,0.03423987692983902,
2017-04-09 04:00:00,0.0,-33.85000000000001,0.0,,0.06871271443151288,0.2347517182098215,0.034009120378001204,
2017-04-09 08:00:00,0.0,-33.85000000000001,0.0,,0.06871271443151288,0.2360790704129465,0.03420141750453271,
2017-04-09 12:00:00,0.0,-33.85000000000001,0.0,,0.06871271443151288,0.2342207773285715,0.033932201527388586,
2017-04-09 16:00:00,0.0,-33.85000000000001,0.0,,0.06871271443151288,0.2315660729223215,0.033547607274325576,
2017-04-09 20:00:00,0.0,-33.85000000000001,0.0,,0.06871271443151288,0.2342207773285715,0.033932201527388586,
2017-04-10 00:00:00,3.2429250000000005,-33.85000000000001,-109.77301125000004,-33.85000000000001,0.06871271443151288,0.2331588955660715,0.03377836382616338,
2017-04-10 04:00:00,0.045675000000000014,-33.85000000000001,-1.5460987500000007,-33.85000000000001,0.06903803653655996,0.2615642327129465,0.03789352233393768,
2017-04-10 08:00:00,0.0,-33.85000000000001,0.0,,0.06903803653655996,0.25727878131428583,0.037272677325421666,
2017-04-10 12:00:00,0.0,-33.85000000000001,0.0,,0.06903803653655996,0.24597732541339296,0.03563540464809626,
2017-04-10 16:00:00,0.045675000000000014,-33.85000000000001,-1.5460987500000007,-33.85000000000001,0.06903803653655996,0.2411988574821429,0.03494313499258282,
2017-04-10 20:00:00,0.0,-33.85000000000001,0.0,,0.06903803653655996,0.2374064226160716,0.034393714631064234,
2017-04-11 00:00:00,0.0,-33.85000000000001,0.0,,0.06903803653655996,0.2358135999723215,0.03416295807922641,
2017-04-11 04:00:00,0.0,-33.85000000000001,0.0,,0.0423778570710361,0.2342207773285715,0.033932201527388586,
2017-04-11 08:00:00,1.233225,-33.85000000000001,-41.74466625000001,-33.85000000000001,0.0423778570710361,0.2347517182098215,0.0340091203780012,
2017-04-11 12:00:00,0.5481,-33.85000000000001,-18.553185000000006,-33.85000000000001,0.0423778570710361,0.2435122427504465,0.03527828141310916,
2017-04-11 16:00:00,0.137025,-33.85000000000001,-4.6382962500000025,-33.850000000000016,0.0423778570710361,0.2421090418500001,0.03507499587934728,
2017-04-11 20:00:00,0.3654000000000001,-33.85000000000001,-12.368790000000004,-33.85000000000001,0.0423778570710361,0.2382028339379466,0.03450909290698314,
